date	label	text
02012020	1	Cold morning to discuss the importance of rest! Wearing alll the layers but loving what I do! #ACFT #tacticalAT… https://t.co/E1acQBZgTe
02012020	1	Cold morning to discuss the importance of rest! Wearing alll the layers but loving what I do! #ACFT #tacticalAT… https://t.co/E1acQBZgTe
02012020	2	@JMUFootball An awful lot of those exercises look like the Army Combat Fitness Test... way to go Dukes!
02012020	2	RT @WarInstitute: The Army has a Physical Fitness Problem, Part 2: Toward a More Combat-Ready Force https://t.co/sEnNK1zoiT
02012020	2	Troopers of Regimental Support Squadron, 11th Armored Cavalry Regiment, participated in a practice Army Combat Fitn… https://t.co/35on1LNotu
02012020	2	RT @WarInstitute: Army training too often trades physical fitness for tactical readiness. Here's what leaders at all levels can do to fix t…
02012020	2	RT @WarInstitute: Army training too often trades physical fitness for tactical readiness. Here's what leaders at all levels can do to fix t…
02012020	2	Army training too often trades physical fitness for tactical readiness. Here's what leaders at all levels can do to… https://t.co/TO9qh4cw5a
01312020	0	RT @WarInstitute: Who says you can't—or shouldn't—do PT in the field? https://t.co/sEnNK1zoiT
01312020	2	RT @OKGuard: #ICYMI: The OKGuard Show podcast jumped into the new year by discussing how the #OKGuard is implementing the Army Combat Fitne…
01312020	2	#ICYMI: The OKGuard Show podcast jumped into the new year by discussing how the #OKGuard is implementing the Army C… https://t.co/l1vNU1K1Fj
01312020	2	RT @MANationalGuard: The 2nd event of the Army Combat Fitness Test (ACFT) is the Standing Power Throw. This evaluation represents tasks req…
01312020	0	RT @WarInstitute: Who says you can't—or shouldn't—do PT in the field? https://t.co/sEnNK1zoiT
01312020	0	Who says you can't—or shouldn't—do PT in the field? https://t.co/sEnNK1zoiT
01312020	2	RT @MANationalGuard: The 2nd event of the Army Combat Fitness Test (ACFT) is the Standing Power Throw. This evaluation represents tasks req…
01312020	2	Outdoor Men's Black Tactical Shoes Sports Hiking Shoes Desert Training Shoes Army Combat Men Military Walk Camping… https://t.co/vS3wJsPJME
01312020	2	RT @sfa_rotc: Prepping for the Army Combat Fitness Test! #functionalfitness #sprintdragcarry #armypt #stronginbodystronginmind #sfasu https…
01312020	2	The 2nd event of the Army Combat Fitness Test (ACFT) is the Standing Power Throw. This evaluation represents tasks… https://t.co/WhvKYmfICJ
01312020	2	RT @sfa_rotc: Prepping for the Army Combat Fitness Test! #functionalfitness #sprintdragcarry #armypt #stronginbodystronginmind #sfasu https…
